departamento,nombre,calificacion,ubicacion
La Paz,Hostal Joshua,5,Calle Manko kapac Copacabana 
La Paz,Bunkie Hostel,5,Avenida Montes Nª641 La Paz 
La Paz,Hostal Piedra Andina,5,Calle Sin Nombre Urbaniacion Bella VistaZona Bella VisitaCopacabana 
La Paz,Hotel Orquídea,6,Avenida Satélite 632 Hospital Boliviano HolandésZona Ciudad SatéliteEl Alto 
La Paz,Hotel Mirador del Lago,5,Avenida Costanera Esquina Buch S/Nzona LitoralCopacabana 0012 
La Paz,Villa Bella,5,"Nor Yungas A 1,05 km De YolosaCamino A Coroico ViejoCoroico Viejo "
La Paz,Casa Skyways B&B,5,Calle Pinilla y Ascarrunz 558 2do PisoZona SopochachiLa Paz 40100 
La Paz,Microclima Posada del Monticulo,5,Calle Gregorio Reynolds 690 Bolivia Barrio SopocachiPlaza EspanaLa Paz 
La Paz,La Maison De La Bolivie,4,Hermanos Manchego Street 2416 La Paz 
La Paz,Savoy Bed and Breakfast,5,Chuquisaca Street Alonso de Mendoza Square 675 La Paz 1234 
La Paz,Hostal Bellavista Inn,5,Calle Vicenta Eguino 442 La Paz 0022 
La Paz,Hostal Iskanwaya,6,Calle General Gonzales Esquire Rodriguez Y LinaresLa Paz 1106 
La Paz,Hb Apartments And Suites,6,Sopocachi Av. Sanchez Lima Entre Rosendo Gutierrez Y Belisario Salinas. Edificio Sky Tower Ed. Sky Tower Av. Sanchez Lima - entre Rosendo Gutierrez y Belisario SalinasEdificio Sky Tower3000 La Paz 
La Paz,Hostal Sol Andino,5,Calle Aroma Zona RosarioEntre Illampu And Isacc TamayoLa Paz 0591 
La Paz,Luxstone Executive & Suites,6,Avenida 6 De Agosto Entre Rozendo Gutierrez Edificio Torre 2255Zona SopochiLa Paz 
La Paz,Hostal Umajalzu,4,Calle Potosi 1356 Entre Calles Colón y LoayzaLa Paz 
La Paz,Wolf Hostel,2,Calle 7 lote 6 Avenida Gran Bretaña y Avenida ItaliaZona Rio AbajoAvircato 
La Paz,Hostal Sonia,5,Ruta Nacional 2 Calle Murillo Esq Rosa Tejada 256Copacabana 
La Paz,Hostal Pizarro,4,Avenue Bush Copacabana 1234 
La Paz,Hostal Perla Negra,4,Avenida Armentia Calle Pedro Kramer 775 00000 La Paz La Paz 
La Paz,Belmont Hotel,2,Avenida Illampu 867 La Paz City CentreLa Paz 
La Paz,La Fonte - Hotel Boutique,4,2953 Prolongación Armaza Entre Ricardo Mujia Y Eduardo GuerraLa PazMurillo 
La Paz,Hostal El Lobo,4,Calle Illampu Nro 807 Zona El RosarioLa Paz 9999 
La Paz,Hotel Mitru Sur,8,Calle 23 Calacoto Avenue Fuerza Naval 948CalacotoLa Paz 
La Paz,Selina La Paz,6,Av. 20 De Octubre 2080 Zona Sopocachi La Paz 1047 
La Paz,Posada Velez,6,Calle 27 100 La Paz 
La Paz,Hotel Madrid,6,Calles Junin Y Bolivar Indaburo 1157 La Paz City CentreLa Paz 
La Paz,Hostal Salas,5,Calle Sagarnaga 534 Zona Gran PoderLa Paz 
La Paz,The Cathedral,5,Calle Victor Sanjinez 2865 La Paz 9100 
La Paz,Flamingo Hotel,4,Canada Strongest 1441 Zona San PedroLa Paz 
La Paz,Star Shine B&B,5,Calle Pinilla Y Ascarrunz 525 La Paz 
La Paz,Hostal Las Balsas,5,Avenida 16 De Julio s/n Esquina SaavedraZona GaritaCopacabana 
La Paz,Pedacito de Cielo,5,Ubicado En Carretera Nor Yungas ComunidadAl Lado De La Escuela De La ComunidadCoroico Viejo 
La Paz,Hotel Espejo,4,Calle Jauregui Frente Plaza 2 De FebreroCopacabana 
La Paz,Guest Home B&B,5,Avenida Arce Entre Calle Jón Hermanos Manchegos 2576La Paz 
La Paz,Ecohotel B&B El Biotopo,5,Calle 24 Calacoto Esquina Montenegro North 184La Paz 
La Paz,Hostal toscana,5,Calle Gustavo Otero Calderón 1536 Entre Calle Otero De La Vega Y batallón SucreZona San PedroLa Paz 1536 
La Paz,Hotel Bella Vista,5,Felix Reyes Ortiz A 120 MeterDel centroCoroico 
La Paz,Cholet Havana,6,Avenida 16 De Julio 400B Entre Calle Catacora Y Alvarez PlataEl AltoLa Paz 
La Paz,Hotel Espectacular,6,Calle 5 50 Esquina Francisco CarvajalVilla DoloresEl Alto 
La Paz,Lost Inn La Paz,4,Av. Illampu #670 La Paz 
La Paz,Hostal Gran Copacabana,6,Calle 5 400 Villa DoloresEntre Calle Francisco Carvajal Y Avenida TihuanacuCallampaya 
La Paz,Hostal Don Nelo,5,Calle Casimiro Corrales 1056 MirafloresLa Paz 
La Paz,Kusi,5,Avenida Costanera Esquina Rigoberto Paredes 3er Piso 
La Paz,Loki Boutique,5,Calle Loayza 420 Downtown La Paz 
La Paz,Tecno Boutique Hotel,10,Calle 5 Achumani N 586 La Paz 
La Paz,Hostal Río Ibare,5,Calle Manuel Rodríguez 427 Paralela a la Avenida Tejada Sorzano 
La Paz,Met Hotel,8,"Av. Fuerza Naval #1626 entre Calle 23 y 24 Calacoto 9999 La Paz, Bolivia "
La Paz,HB 6 de Agosto,6,Av 6 De Agosto Btw Salinas & Salazar Ed. Hilda  
La Paz,HB Calacoto,6,Av Ballivian Esquina 10 Edificio Germania  
La Paz,Myapartment,6,Melchor Jimenez 688 Zona El Rosario  
La Paz,Minimalist Department,6,Calle 24A No. 88 Urbanizacion Los Pinos Norte Calacoto  
La Paz,Blue Pine Farm Lodge Cabanas,5,Ex Ferrocarril Lacahuarca  
La Paz,Casa Grande Express,6,Sanchez Bustamante Entre 16 Y 17 1012  
La Paz,A Place In The Sky,5,Calle 23 De Calacoto Edificio Isabela Maria Piso 19  
La Paz,Meraki,6,Litoral 1261 Piso 7 Dpto. 7B  
La Paz,Departamento En Miraflores,5,Avenida Saavedra #2016  
La Paz,Hospedaje Milenio,5,Yanacocha 860  
La Paz,Brussels Apartment,6,Guerilleros Lanza 1368 edificio Bruselas. Barrio Miraflores  
La Paz,Hostal Flores Bolivia,5,Calle Alfredo Azcarrumz 2620 Spocachi  
La Paz,Cozy Room,5,Calle 8 Calacoto Zona Sur # 8089  
La Paz,Villa Hermosa,5,Carretera 3 Desvio Campamento Abc  
La Paz,Centrico Segurovista Panoramica Desde Piso 20. Transporte Aeropuerto,5,Avenida Arce Edificio Santa Isabel  
La Paz,Hostal Las Olas,5,Calle Michel Perez Nº1 3 Calle Jauregui  
La Paz,Estrella Del Lago,5,Avenida Gonzalo Jauregui. A Media Cuadra De La Avenida Costanera  
La Paz,Colibri Camping,4,Calle 4 Jupapina Near Mallasa  
La Paz,Departamento por Temporadas,5,Avenida Hernando Siles 5621 Zona Sur La Paz  
La Paz,Hostal Luz Yhobimar,5,Calle Max Paredes Entre Avenida16 De Julio Y Bolivar S N  
La Paz,Miraflores Apart,5,Avenida Saavedra 1948  
La Paz,Imperial Apartamento,5,Avenida Arce 2670 Edificio Apolo Piso 7 Apto. 701  
La Paz,Hostal Palacio Del Inca,5,Camino Norte Sur A 100 Metros De La Punta Del Inca  
La Paz,Apartamento Exclusivo Vip,5,Av. Arce Edificio Santa Isabel Bloque C Piso 2 Dpto 202  
La Paz,Hostal La Casa Del Sol,5,Calle Jose Ballivian Zona Munaypata  
La Paz,Residencial Uruguay,5,Avenida Uruguay N# 470  
Cochabamba,Terracotta Casa del Azulejo,5,Yotala A 14Km De Sucre  
Potosí,Hostal Tukos La Casa Real,6,Hoyos 29 Potosi 
Potosí,Tonito Hotel,4,Avenida Ferroviaria N 60 Uyuni 
Potosí,Hotel Julia,6,Avenida Ferroviaria Arce 314 Uyuni 0006 
Potosí,Libertador,6,"Millares 58,58 POTOSI "
Potosí,Cristal Samana,8,Salar de Uyuni Potosí Bolivia 
Potosí,Hostal La Casona,4,calle Chuquisaca 460 Potosi 
Potosí,Hotel Santa Teresa,6,Cll. Ayacucho No 43 Potosi 
Potosí,Hotel Cima Argentum,8,Avenida Villazón Numero 239 Potosi 
Potosí,Hostal Patrimonio Potosi,8,Calle Matos 62 Potosi 
Potosí,Hotel Jardines de Uyuni,6,Potosi 113 9999 Potosi Uyuni 
Potosí,Los Girasoles Hotel,6,Calle Santa Cruz 155 Uyuni 
Potosí,Hotel Palacio de Sal,8,Orillas Salar De Uyuni UyuniPotosí 
Potosí,Hotel Coloso Potosi,10,Calle Bolivar 965 Potosí 
Potosí,Hostal Colonial Potosi,8,Hoyos #8 Potosí 
Potosí,Hotel Museo Cayara,5,22 km ruta a Oruro CayaraPotosi 
Potosí,Hotel De Sal Luna Salada,8,Salar De Uyuni Uyuni 
Potosí,Cerro Rico,8,Calle Ramos # 123 Zona Barrio Colonial San Pedro Potosi 5912 
Potosí,Hotel Jumari,4,Calle Sucre N 179 Uyuni 9999 
Potosí,Oasis Blanco,6,Plaza Campero # 27 Entre calle Litoral y Avenida AvaroaUyuni 9999 
Potosí,Hotel La Torre,6,Avenida Chichas 220 Tupiza 
Potosí,Hotel Mitru,5,Av. Chichas 187 Tupiza 067 
Potosí,Samay Wasi Uyuni,4,Av Potosi n°965 Entre Junin y Av 14 Entre c. Junín y c. 14 A Uyuni 
Potosí,Cilos hotel,2,Calle Junin entre Fernando Alonzo y Calle Mexico 9999 Uyuni 
Potosí,Residencial La Cabaña,4,Calle Bolivar entre Av. Ferroviaria y Av. Potosi 9999 Uyuni 
Potosí,Hotel Salcay,2,Bolivar entre Potosi y Colon 9999 Uyuni 
Potosí,Hostal Oro Blanco,6,Av. Ferroviaria nº 6 entre Sucre y Arce Entre Sucre y ArceUyuni 9999 
Potosí,Hostal Butch Cassidy,4,Avenida Jose Luis San Juan Garcia s/n Zona de ChajrahuasTupiza 
Potosí,Eucalyptus Hostal,5,Calle Linares 88A 9999 Potosi 
Potosí,Claudia Hotel,6,Avenida del Maestro 322 Potosi 
Potosí,Hostel Casa Blanca Potosi,5,Calle Tarija 35 Entre Calles Nogales Y ChuquisacaPotosí 2341Tomás Frías 
Potosí,El Refugio del Turista,5,Av. Santa Cruz 425  
Potosí,Anexo Mitru,6,Av. Avaroa 245 Tupiza 
Potosí,Le Ciel d'Uyuni,5,Calle Sucre Esq. Av. Potosi UyuniPotosí 
Potosí,Hostal Los Salares,6,Zona Chajrahuasi Calle Ecuador y ParaguayTupiza 
Potosí,Apart Hotel Turquesa,6,Calle Enrique Viaña Nº 106 PotosiTomás Frías 
Potosí,Hostal San Pedro Velmont,4,Calle Ramos 188 Potosi 
Potosí,Hostal Reina del Salar,4,Avenida Potosi #19 Entre Bolivar y ArceUyuni 
Potosí,Serma Hotel,5,Avenida Panamericana 11 PotosiDepartamento Potosí 
Potosí,Hostal La Magia De Uyuni,4,Calle Colon Numero 432 Emtre Sucre y Camacho Entre Sucre y CamachoUyuni 2370 
Potosí,Hostal Wilma,5,Interseccion Calles Montes y Potosi s/n TorotoroCharcas 
Potosí,Hostal Coronel Pedro Arraya,5,Avenida Coronel Pedro Arraya 494 Tupiza 
Potosí,Hotel de Sal Samarikuna,4,Community Villa Candelaria Colcha KPotosi 
Potosí,Hotel Joya Andina,4,Calle Cabrera 473 Entre Sucre Y CamachoUyuni 9999 
Potosí,Hostal Valle Hermoso,5,Avenida Pedro Arraya 478 0001 Tupiza 
Potosí,Las Tholas Hotel,6,Avenida Ferroviaria 720 Uyuni 
Potosí,Hotel de Sal Casa Andina,8,Avenida Potosi #61 Entre Calle Ayacucho Y 7ma AvenidaUyuni 
Potosí,Hotel Kutimuy,5,Avenue Potosi Esquina Avaroa Uyuni 
Potosí,Hotel Churata,5,Avenida Las Banderas 8 Potosi 2286 
Potosí,Samaricusun Hotel,8,Calle Bustillos 857 Potosí 14555 
Potosí,Hostal Koala Den,5,Calle Junin 56 Potosí 
Potosí,Hostal Eden,5,Calle Saenz Torotoro 
Potosí,Hostal Aramayo,5,Avenida Regimiento Chichas 230 Tupiza 
Potosí,Vargas Hotel,5,Chuquisaca Street 77 9999 Tupiza 
Potosí,Cabanas Umajalanta,5,Comunidad De Huayra Kasa Torotoro 
Potosí,Hotel Aguilar,6,Calle Cabrera s/n Entre Loa Y JuninUyuni 
Potosí,Hostal Valle Hermoso II,5,Avenida Pedro Arraya 505 Tupiza 0001 
Potosí,Apart Hotel La Colonia,4,Calle Suipacha 473 Tupiza 
Potosí,Beliz Inn B&B,4,Calle Mexico 126 Entre Camacho y SucreUyuni 
Potosí,Wimaco Hostal De Sal,4,Calle Uruguay 222 Between Avenida Arce & Avenida BolivarUyuni 3693Potosi 
Potosí,La Vicuna,5,Ingavi 184 Potosi 9999 
Potosí,Cristales Joyas De Sal,8,Colon Esquina Novena 379 Uyuni 
Potosí,Hostal Quinua Dorada,5,Calle Uruguay s/n Entre Calle Boliviar Y AvaroaUyuni 
Potosí,El Grano De Oro Hotel,5,Avenida Pedro Arraya Tupiza 
Potosí,Hostel Arcoiris,5,Avenida Arce 27 Uyuni 
Potosí,Kory Wasy Hostal,4,Avenida Potosi Entre Sucre y Arce Uyuni 9999 
Potosí,Atlantis,5,Calle Beni Tupiza 
Potosí,KW Hotel,5,Avenida Potosí entre Santa Cruz y Colombia Uyuni 
Potosí,JJ Hotel Cruz,5,Calle Florida Entre Avenida Chichar Y SerranosTupiza 
Potosí,Hotel El Molino,5,Toro Toro National Park Toro ToroCharcasPotosi Department 
Potosí,Rumi Kipu Hotel Boutique,5,Carretera Toro Toro km 2 Cochabamba 
Potosí,Hostal La Predilecta,5,Intersection Of Avenida Cabrera & Sucre Uyuni 
Potosí,Hostal La Roca Uyuni,5,Calle Bolivar Entre Colon y Potosi Uyuni 
Potosí,Onkel Inn Wagon Sleepbox Uyuni,5,Avenue Ferroviaria Frente A Plaza Arce Estacion Central de Tren 
Potosí,La Maison Martinet,6,Avenue Potosi  16 Frente Al Teatro Municipal 
Potosí,Samarikuna Torotoro Hotel,5,"calle Cochabamba Pasaje Vásquez 1111 Torotoro, Bolivia "
Potosí,Hostal La Realeza,5,Ayacucho #15 Frente Al Museo Casa De La Moneda  
Potosí,Luna Salada Colchani,6,25 kms away from Uyuni town UYUNI 
Potosí,Piedra Blanca Backpackers Hostel,5,Loa Esquina Tomás Frías Sin Número  
Potosí,Calor de hogar con Altura,5,Calle Uruguay 214 Esquina Cheguevara Uruguay 214 Zona Ciudad Satelite  
Potosí,Hostal Torotoro,5,Charcas Calle Saenz Sin Numero  
Potosí,Hostal Terra,2,Avenida Potosi S N Entre Calle Camacho Y Sucre  
Potosí,Casa De HuÉspedes MarÍa Victoria,5,156 Chuquisaca  
Potosí,Eucalyptus Uyuni,5,Calle Cabrera  
Potosí,Hotel Santa Mónica,6,Calle Sucre 46  
Potosí,Hotel Boutique Atipax,8,Calle Mexico Esquina Junin  
Beni,Hotel Perla Amazonica,5,Avenida Heroes Del Chaco 174 Barrio ConaviRiberalta 
Beni,Maya de la Amazonia,10,Comercio esq. Beni s/nRurrenabaque 
Beni,Hotel Ambaibo,5,Santa Cruz Rurrenabaque 
Beni,Hostal El Lobo,5,Calle Comercio Esquina Calle Ballivian Rurrenabaque 5913Departamento Beni 
Beni,El Curichal Hostel,5,Calle Comercio 1490 Rurrenabaque 
Beni,Pampa And Selva,6,Avenida Comercio Esquina Calle PandoRurrenabaque 
Beni,Casa De Campo,5,Calle Comercio Final Zona SurRurrenabaque 4085 
Beni,Hotel Takana,4,Calle Comercio Frente A Plaza 2 De FebreroRurrenabaqueLa Paz 
Beni,Hotel Pahuichi,2,Calle Comercio Vaca Diez Rurrenabaque 0591 
Beni,Hotel Oriental Rurrenabaque,2,Unnamed Road Plaza 2 De FebreroRurrenabaque 
Beni,Los Tucanes de rurre,5,Avenida Aniceto Arce RurrenabaqueBeni 
Beni,La Isla De Los Tucanes,5,Entre Avenida Bolivar Y Amutari Rurrenabaque 
Beni,Hotel Rurrenabaque,5,Vaca Diez s/n Esquina BolivarRurrenabaque 
Beni,Hostal Santa Ana,5,Calle Avaroa 0000  
Beni,Perezoso Hostel,5,Calle Tarija 4  
Santa Cruz,Hotel La Mision,10,Calle Libertad s/n Plaza 31 de JulioSan Ignacio de Velasco 
Santa Cruz,Aparthotel San Ignacio,8,Calle 24 de Septiembre y Cochabamba San Ignacio de VelascoSanta Cruz 
Santa Cruz,Hotel Tierra Linda,6,Calle Comercio con Esquina Chiquitos San Ignacio de Velasco 
Santa Cruz,HOTEL CAPARU,8,Unnamed Road San Ignacio De Velasco 
Santa Cruz,San Xavier Quinta eco Resort,5,Carretera santa cruz San Javier 85620 
Santa Cruz,Hotel Villa Chiquitana,10,Calle 9 De Abril Sin Numero  
Santa Cruz,La Casona Chiquitana,5,"c. Ñuflo de Chávez, a 120 metros de la Plaza Principal de San José de Chiquitos - Santa Cruz  "
Santa Cruz,El Suto Aparthotel,5,Avenida El Suto Barrio Santa Maria Ref 2 Estatuas BlancasSan Jose de Chiquitos 4876 
Santa Cruz,Hotel Misiones de Chiquitos,10,Acera Norte Frente A Plaza Principal In front Of The Main SquareSan Jose de Chiquitos 
Santa Cruz,Las Churapas Hotel,5,Avenida Ejercito Final San José De Chiquitos 
Santa Cruz,Posada Don David,5,Calle 2 000 SinCuadras Subiendo Por Mercado TucabacaSantiago De Chiquitos 0591 
Santa Cruz,Hotel K Misional,8,Ingavi Esquina Independencia Esquina IngaviManzana UnoSanta Cruz 
Santa Cruz,Hotel Laguna Volcan Eco Resort,10,Carretera a Samaipata km 82 y medio Santa Cruz de la Sierra 
Santa Cruz,Suites Apart Hotel Ortiz,6,Bolivar 657 Zona Central zona centralSanta Cruz 
Santa Cruz,Hotel California,6,Calle Charagua 23 Avenida Canoto Zona 7 Calles (7 Calles)Santa Cruz de la SierraSanta Cruz 
Santa Cruz,Urbari Apartment Hotel,6,Calle Igmiri 506 506 Barrio Urbari Casilla 1020Santa Cruz de la SierraSanta Cruz 
Santa Cruz,La Quinta Apart Hotel,8,Barrio Urbari Calle Aruma Entre Av Pirai Y Grigota Barrio UrbariP.O. Box 1270Santa Cruz de la Sierra 
Santa Cruz,Sun Hotel,6,Carretera Al Norte Km 12 Avenida Banzer Aeropuerto Internacional Viru Viru Santa Cruz De la Sierra 
Santa Cruz,Hotel Rio Selva Resort Santa Cruz,10,km19 Carretera Norte Barrio SirariSanta Cruz de la Sierra 
Santa Cruz,Senses Hotel Boutique,6,Sucre 5 Esquina 24 De Septiembre Plaza Principal Esquina 24 de SeptiembreSanta Cruz de la Sierra 
Santa Cruz,Royal Hotel Equipetrol,8,Av San Martin N 200 Equipetrol Norte Equipetrol NorteSanta Cruz 
Santa Cruz,Yotau Suites,6,Av. San Martin 7 Barrio EquipetrolSanta Cruz de la Sierra 
Santa Cruz,House Inn Apart Hotel,10,Calle Colón 643 P.O. Box 387Santa Cruz de la Sierra 
Santa Cruz,Las Palmas,8,Av. El Trompillo 604 Santa Cruz de la Sierra 
Santa Cruz,Las Americas,6,Calle 21 de Mayo esq. Seoane Santa Cruz 
Santa Cruz,Lido,8,21 de Mayo Street 527 Santa CruzPO box 2533 
Santa Cruz,Gran Hotel Santa Cruz,8,RENE MORENO 289 SANTA CRUZ DE LA SIERRA 
Santa Cruz,Hotel Casablanca,10,Avenida Marcelo Terceros Banzer Hotel Casablanca Zona EquipetrolSanta Cruz 
Santa Cruz,Hotel Arenal,6,Calle Beni 340 Santa Cruz 
Santa Cruz,Hotel Camino Real,8,Av. San Martin Y Av. Cuarto Anillo Equipetrol Norte P.O.BOX 2130Santa Cruz 
Santa Cruz,Hotel Cortez,6,Av. Cristobal De Mendoza 280 PO Box 626Centro HistóricoSanta Cruz de la Sierra 
Santa Cruz,Hotel Continental Park,6,Avenida Canoto 289 Esq. Calle Junin esq. Junín (Central) Santa Cruz de la Sierra 
Santa Cruz,Tropical Inn,6,Calle España Nº 351 Zona CentralSanta Cruz de la Sierra 
Santa Cruz,Apart Hotel Premium Suites,8,Calle Las Begonias 30 A 1 Cuadra De La Avenida San Martin EquipetrolSanta Cruz 
Santa Cruz,Buganvillas Hotel Suites & Spa,8,Av. Roca Y Coronado 901 Santa Cruz 
Santa Cruz,Biocentro Güembe,8,"Km. 5 camino a Porongo, zona Urubó SANTA CRUZ DE LA SIERRA "
Santa Cruz,Lp Santa Cruz,6,Av. Ejercito Nacional 290 (frente Stadium Tahuichi) near Stadium TahuichiSanta Cruz de la Sierra 
Santa Cruz,Caparuch,8,SAN MARTIN DE LA SIERRA SANTA CRUZ DE LA SIERRA 
Santa Cruz,Los Tajibos Hotel and Convention Center,6,Av. San Martin 455 Barrio EquipetrolSanta Cruz 
Santa Cruz,Los Cedros Eco Resort,10,Carretera Antigua A Cochabamba Km 23.5 La Guardia Km 23 Doble Via La GuardiaEstancia San MiguelitoSanta Cruz de la Sierra 
Santa Cruz,Felimar,6,Calle Ayacgucho 445 Santa Cruz de la Sierra 
Santa Cruz,El Canciller,6,Calle Ayacucho Nro 220 Santa Cruz de la Sierra 
Santa Cruz,Toborochi Suites,6,Calle Jaimes Freire 7 Esq Av San Martin 2966 Santa Cruz Esq. Av. San MartinZona Barrio EquipetrolSanta Cruz 
Santa Cruz,Hostal Los Aventureros,6,Tercer Anillo Interno Entre Av.Beni Y Av. Alemania SANTA CRUZ 
Santa Cruz,Terranova Suites,6,7Mo Anillo 400 Mts Oeste Av Cristo Redentor Av. Cristo Redentor 400 mts al Oeste de Avenida Cristo RedentorSanta Cruz 
Santa Cruz,Hotel Asturias,8,Moldes 154 SANTA CRUZ 
Santa Cruz,Puerta del Rey,8,Av. Busch Esq. El Savador 689 Esquina El SalvadorSanta Cruz de la Sierra 
Santa Cruz,Torre Hotel Ejecutivo,8,Av. El Trompillo 478 Santa Cruz 
Santa Cruz,Los Trotamundos,4,"AV. BANZER CALLE 8, ENTRE 3ER Y 4TO ANILLO, 100 SANTA CRUZ "
Santa Cruz,Gran Hotel Canada,6,Charcas 595 Y Abaroa AbaroaSanta Cruz De La Sierra 9999 
Santa Cruz,Hotel La Sierra,6,Monseñor Salvatierra 474 Santa Cruz de la Sierra 
Santa Cruz,Hotel Internacional,6,Calle Colon 437 Santa Cruz 
Santa Cruz,Residencial Ikandire II,5,Calle Barron 571 Santa Cruz de la Sierra 
Santa Cruz,Hotel Jenecheru,6,3er anillo interno 2355 Santa Cruz de la Sierra 9999 
Santa Cruz,Senses Hotel Equipetrol,6,Av. San Martin # 6 2Do AnilloSanta Cruz de la Sierra 
Santa Cruz,Hotel Libertador Simon Bolivar,6,Calle Buenos Aires 119 Esquina Libertad Esquina Libertada dos cuadras de la plaza principalSanta Cruz de la Sierra 
Santa Cruz,Hotel Elisa,2,C Fray Del Pilar Nro 21 Santa Cruz de la Sierra 
Santa Cruz,Hotel Madrid,6,Calle Cordillera 240 Santa Cruz de la Sierra 
Santa Cruz,Casa Kolping,5,Av. Bernabé Sosa (Esquina Luis Lavadens) Santa Cruz 
Santa Cruz,Sirari Suites Hotel,6,Barrio Sirari Calle Los Claveles 497 9999  Santa Cruz de la Sierra 
Santa Cruz,Aviador Hotel Boutique,6,"Av. La Barranca # 35. Segundo Anillo, Santa Cruz de la Sierra, Bolivia  "
Santa Cruz,Villa Magna Apart Hotel,6,Calle Barron # 70 Zona Central Zona CentralSanta Cruz de la Sierra 4258 
Santa Cruz,Casa por Temporadas,6,Avenida Cristo Redentor Frente Al Cementerio Las Misiones Frente Al cementerio Las MisionesSanta Cruz 
Santa Cruz,Lp Equipetrol,6,Dr Victor Pinto Esquina Av. Marcelo Terceros Banzer Zona Equipetrol esquina Marcelo Terceros Banzer 3rd Anillo Externo Esquina Dr. Viador PintoBarrio EquipetrolSanta Cruz de la Sierra 
Santa Cruz,Santa Cruz Departamentos,4,"Avenida Beni Calle 5, Este nro 44 Condominio 25 Santa Cruz "
Santa Cruz,Hotel Intercontinental 7 Calles,4,Calle Suárez de Figueroa Esquina CordilleraSanta Cruz 
Santa Cruz,Residencial Ikandire,5,Calle Sucre 51 Santa Cruz De La Sierra 2489 
Santa Cruz,Cinco Hotel Boutique,8,Calle los Claveles 530 Barrio SirariSanta Cruz 
Santa Cruz,Hostal & Restaurante Warique,4,"Avenida Radial 27 entre 3º y 4º anillo, a 3 cuadras del ZoológicoSanta Cruz "
Santa Cruz,La Jara Backpackers Hostel,5,Calle Otuquis 161 entre la suarez arana y charcasSanta Cruz de la Sierra 
Santa Cruz,Loro Loco Hostel,2,Avenida Suarez Arana 134 entre primer y segundo anilloSanta Cruz de la Sierra 
Santa Cruz,Hotel BV,8,Avenida Alemana #730 Santa Cruz de la Sierra 
Santa Cruz,Casa Vida,6,Condominio Club Campestre Kilometro 13 Doble Via La Guardia Kilometro 13 doble via La Guardia Kilometro 13 doble via La Guardia0701 Santa Cruz de la Sierra 
Santa Cruz,Terramia Resort & Spa,6,Ruta 7 Km 36 Carretera Al Norte Entre Warnes Y Montero Entre Warnes y MonteroEntrada A Las BarrerasSanta Cruz De La Sierra 0701 
Santa Cruz,Terrasol Apartamentos,6,Calle Aroma 347 Entre C Caballero Y C Charcas Santa Cruz 
Santa Cruz,Hampton by Hilton Santa Cruz,8,San Martin Avenue Esq Street E E Esquina Street E-EquipetrolSanta Cruz de la Sierra 
Santa Cruz,Hostal Azteca,5,Calle Arenales No. 587  
Santa Cruz,Hotel Hatfield,5,Calle Camiri 67 Suarez de FigeroaSanta Cruz de la Sierra 
Santa Cruz,Jodanga Backpackers Hostel,4,El Fuerte 1380 Calle el Fuerte  1380Santa Cruz de la Sierra 
Santa Cruz,Hostal Rio Magdalena,5,Calle Arenales 653 CentralSanta Cruz de la Sierra 
Santa Cruz,La Siesta Hotel,6,C. Vallegrande No. 17 Entre Ingavi Y Ayacucho Entre Ingavi y AyacuchoSanta Cruz de la Sierra 
Santa Cruz,Hotel Alaska,5,Florida  569 CentralSanta Cruz de la SierraSanta Cruz 
Santa Cruz,Inboccalupo The Hotel Boutique,10,Alfonsina Storni #12 Equipetrol Santa Cruz de la SierraSanta Cruz 
Santa Cruz,Prince Hotel,6,Pauro Street 64 N A Santa Cruz De La Sierra Santa Cruz 
Santa Cruz,Radisson Hotel Santa Cruz,10,Avenida Segunda #4 Colinas del UrubóSanta Cruz 
Santa Cruz,Senses Centro,6,calle Rene Moreno casi esquina Pari 247  
Santa Cruz,Maisuites,10,Calle Los Pino #522 Esquina Los Lirios Zona Equipetrol Cuarto Anillo Esquina Calle Los LiriosZona Equipetrol Cuarto AnilloSanta Cruz 
Santa Cruz,Santa Cruz Backpacker Hostel,5,Calle Yapacaní 267 entre calles Pedro Velez y Mario FloresSanta Cruz 
Santa Cruz,Eco Resort Colpa Caranda,6,Carretera Al Norte Km 32 Antes De Llegar A Warnes La BelgicaSanta Cruz de la Sierra 
Santa Cruz,Residencial Mundial Santa Cruz,5,Calle Caballero Esquina Murillo 166Santa Cruz 
Santa Cruz,Hotel Roma,5,Calle 24 de Septiembre 530 Santa Cruz de la SierraSanta Cruz 
Santa Cruz,Cosmopolitano Hotel Boutique,6,Pari 70 Centro HistoricoEntre Rene Moreno y IndependenciaSanta Cruz 
Santa Cruz,Veronica Hotel Boutique,5,Calle Córdoba 10 Avenida San Martin entre 2do y 3er anillo EquipetrolSanta Cruz de la SierraDepartamento Santa Cruz 
Santa Cruz,Hotel Spa Santa Maria la Antigua,5,Buena Vista Km 93 La ArboledaSanta Cruz de la SierraSanta Cruz 
Santa Cruz,Nomad Hostel,5,Calle Velasco 316 entre la calle Pari y mercado Santa Cruz de la SierraSanta Cruz 
Santa Cruz,Buen Retiro Apart Hotel,5,Calle Florida 432 Between Sarha And Santa BarbaraSanta Cruz 
Santa Cruz,Backpackers Apart & Suites,5,Calle Monseñor Salvatierra esquina Velasco 200 Santa Cruz de la SierraDepartamento Santa Cruz 
